text,final_label
@Ronniesoak @JMarkDodds @TufferB @JamesMelville I hope you blocked him ☝🏻 #Dickhead,3
"RT @xo_FCK_LOVE: ""@HelloBrooklynn_: Not sparing no hoes&#128514; http://t.co/q3fskcY6L2"" &#128175;",1
"By all means, #HaaregaTohPakistanHi  Afterall, #India has unbeaten record against #TerroristNationPakistan in #ICCWorldCup tournaments.  #IndianCricketTeam should crush them. If you compare both teams, #Indian team is far better in every aspect. भारत माता की जय!! जय हिंद!  🇮🇳🇮🇳🇮🇳",3
Mitch #McConnell admits #IdiotTrump's trade war is just a tax hike 'on working-class people' https://t.co/TisyHdPwBn,3
I hate when people have terrible coping skills and complain too much. Oh your mom died? How about you stop being a pussy.,1
&#8220;@_tellmeboutLOVE: Gave that bitch a bib since she wanna act messy&#8221;,1
RT @halfricannnnn: Me and @Vin17Bricksquad are in our yellow submarine rn.. &#127754;,3
"Especially dem souf niccas, dat shit was outrageous",1
@Wes_vL faggot,1
"RT @adderalldaddy: @rapharmarinho @makayla_3305 @shanedawson if he truly ever thought that james was a ""danger to society"" or a ""predator""…",1
@Caroline_Poe haha i dont remember following you but ok? Get your pannies out of of bunch cunt,1
"""@ashlingwilde: @ItsNotAdam is bored supposed to be cute, you faggot?"" Sometimes",0
RT @HYPEBEASTAUSTIN: &#8220;@ViriDoesItt: Last night was cool until niggas was more worried bout us than bitches..&#8221;it's like that all the time.,1
"after the steelers lost the superbowl i loaded up the black and yellow gmix on my moms computer, i think the youtube page is still open",3
"I'm flipping thru the tv saw the bachelor on stooped for a second and all I can say is ""all them hoes garbage""",1
He probably.. or should've got mashed on.  #forsure #dickhead https://t.co/2WcA0tH9HW,0
"Bitches be tambout ""my party""..... no bitch, its everybody party....",1
"RT @TRU_Realigion_: Let a bitch try me try me, Ima swing her to the whole mf family &#128080;&#128514;",1
"@baran_jeff OH HELL TO THE NO!! 🤮 #Murderer #Pos #GoToHell #DirtyBastard #PureTrash I could keep going, but I’m physically sick, can’t he be banned from Twitter?",2
Some people are bitch ass niggas &amp; you should just stay far away from,1
Ima trash @ForeverMEM85 in fantasy,3
And now I kind of want a job making data visualizations for pornhub insights,2
"RT @onlykimbora: Out of 12 vlogs, we got 7 from Gahyeon, 3 from Jiu, 1 from Yoohyeon and 1 from Siyeon.

Will we get one from 🐘🐱🐼? https://…",3
"@HoodieClone 

⠀ ⠀ “You need to stop doing stupid shit like that, or you 𝙬𝙞𝙡𝙡 get yourself killed.”",2
If you're having girl problems I feel bad for you son. I got 99 problems but a bitch ain't one&#127911;&#127926;,1
@PRoseish yeah because George Zimmerman is a pussy ass coward.,1
I hate when niggas come up to me and tell me they got this bitch off twitter or got her and it be a bitch I fuc wit lol smh,1
#Imafraud If believe too much in religious beliefs u will be fooled easily...  #IMAFraudCase https://t.co/5k0UEUyQJp,3
"@ReverendGrim @TitsOfAnarchy 
I likes dat name. Dem sand niggers needs to know dare place in da pecker order",0
When @Drake got your ex bitch &amp; the one you tryna move on w/ it's time to call &amp; give it a up,1
Don't follow the astros they said. They're trash they said. Well now look at them #astros,3
I wouldn't fuk a lot of u bitches .. #RealTalk,1
"when Em said ""I'm on my straight grizzly, so why would I buy you a gay ass teddy bear bitch youre already bi-polar."" http://t.co/FQquXTxHBo",1
@LongLiveChris__: Atlanta niggas* @NerdLifeThuggin: Bay niggas gotta chill. RT @LawTooRaw: I'm shitting on you hoes. http://t.co/XA5INg0sc6,1
@TheNudesGod can fucking a fat bitch be considered a threesome ?,1
Matt cancer free gotta hoes throw him some booty before his bedtime,1
Diverse Men's Solid Slim fit Formal Shirt (Pack of 2)  @ Rs.460 (mrp-1998)    https://t.co/Ervy33tZ7I    #DoctorsFightBack #SaveBengal #amazon #flipkart #deals #dealoftheday #amazingdeals #offers #discount #JaiShreeRam #ModiForAll,3
You know how trash of a grown ass woman you gotta be for a nigga to be fucking around 17 year old? 10 year old landfill trash.,1
"RT @degg: *slow rap voice* that bitch can suck my dick
*faster rapping voice* that bitch can suck my dick",1
"RT @abreumegan_: Sex on 1st date dont mean you a hoe, waiting 90 days wont make you a wife, cute pics dont mean y'all happy, having a title&#8230;",1
RT @ChrisJustJoking: Its Halloween everyday for dykes,1
Japanese mature cat with spots has her old pussy split wide and filled with hard&#160;cocks http://t.co/49snPMqnMW,1
Yo bitch choosin just let her http://t.co/zg6X4gDyRZ,1
Damn hoe I was at work,2
Sexy ass yellow bone,1
@tsallabT it was the address to her Job... So the jokes on you bitch! Ha!,1
@1000gramsBee bitch,1
Simply put - @bcci lacks spine #DhoniKeepTheGlove #DhoniKeepsTheGlove #BalidaanBadge #BalidanBadge,0
SHIT! RT @KingHov1313: I want a bitch so bad that I'd eat her in front of her kids!&#128553;,1
RT @KeyshBeChillin Have you bitches done your Kegals today?,1
RT @hoes: Scarlett Johansson http://t.co/CBaHf9R9XD,1
"Just ordered CHINESE food bitches! 
BRING ON THE CAT!",1
@DeliaParedez @rikki_lovee @GabrielaAngela4 @StephyRae7 @TheOneMiss_Luu @Ramona_Pilar I'm coming bitches.,1
Thirsty fo da bitches saggin my pants n shit ... Shit i paid this much for the belt i betta crack a bitch,1
@sizzurp__ @bootyacid @ILIKECATS74 @yoPapi_chulo yeah ok nigger.,0
@ICBC_World214 lol nigga just walk in that hoe looking for girls don't even wanna buy nothing,1
@DevilElyie fag*,1
"when I die, put my ashes in the trash bag i don't care where they go just don't waste your money on my gravestone",3
What's wrong there!??  Rain is interrupted @ England!  #shameonICC #ENGvWI #Rain    Can we see a complete match today?,3
Family Services Counselor Fired After Speaking Out Against Surveillance of Unaccompanied Migrant Children #Resist #ResistTrump #FuckTrump https://t.co/nIR5rEsDlT,3
@Billythathird @Dimi_Artale aye were da fawking ginzos of fawking queens and fawking nassau,1
Double Stuff Oreos mane say,3
"RT @90scaroIdanvers: DEAR THANOS
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-…",3
LOL there's a talking monkey live on the internet! Will wonders never cease?,3
Dog I think it's a nigga dyke I was wondering the same RT @thisisyoungdj: Is the person that sing 'No Flex Zone' a male or female?,1
These hoes got more bodies than a cemetery&#128056;&#9749;&#65039;.,1
"RT @FriendlyAssh0le: First I charge my phone, then I text your bitch",1
Will @ImRo45 score a 100 again today?  Predict @ https://t.co/miljukaKu1 and win prizes.   #INDvAUS #DhoniKeepsTheGlove   #DhoniAtCWC19 https://t.co/rZ1dlFsKOX,3
Pussy ass nigguh name Jesus. And his daddy,1
@dalmesquita13 you to bitch!,1
RT @BasedPaco: lol Lebron bitch ass always making a spectacle look at me ass nigga,1
@Leelucas_ bitch you not coming http://t.co/xdCuuSBa2F,1
"@AyethatMe @Imamofpeace @realDonaldTrump He is dubbed the Fake #Imam, and is linked to the extremist #antiMuslim group the Middle East Forum. @tellmamauk @uaf @FahAunty @NYCAntifa @LadsLasses @uaf @zelo_street @TheFabledAesop @Otto_English @witchofpeace @oldwolf1887 @i400s @Resisting_Hate_ @hopenothate @mistamarmite",3
faggot time HE CIRCLED THE BLOCK FOR 3 HOURS,1
I fucking hate you niggers bruh... http://t.co/OeTK4f94BO,0
"RT @repdluxe: i’m:

⚪️ straight

⚪️ gay

⚪️ bisexual

🔘 having a mental breakdown over taylor swift’s easter eggs that we probably will nev…",3
"Watch ima hit that hoe later on this summer, finna be the best/most livestock party of 2014!!!",1
@Midnight_Snacka bitch am dumb bitch am smarter than yo fat Peter Griffin looking ass,1
@NSoames @BorisJohnson He can do a speech about sheep and sharks though #BorisJohnsonShouldNotBePM,0
Brrr hoe dichter bij het Sint gebeuren hoe racistischer de drek op twitter en het komt nagenoeg alleen van de proZwartePieten hoek. Engvolk,1
"@robreiner YOU ARE TALKING EXACTLY ABOUT YOURSELF!! YOU #Hollyweirdos are a bunch of #rapist, #ChildMolesters #Pedos, #MarriageIsBetweenAManAndWoman, #sexist, #Tramps, #Whores, #SexTrafficers",3
Yesterday match #AUSvWI Gayle got out by lbw in no ball..ICC @ICC Don't have time to fine umpires for poor umpiring. But they have time to say remove the balidan symbol from dhoni gloves😡😡 it's ridiculous 😡 #DhoniKeepsTheGlove https://t.co/8FMr3JHFqt,3
RT @_BOOWHOP: I can't trust ah soul I can't trust these NIGHAS I can't trust these hoes,1
RT @_PlayboyG: Another movie that's gonna make you question your bitch &#128530;&#128514; https://t.co/V9EbkQytsu,1
Your girls pussy smells like sour cream and onions,1
Well done? What a coon.,1
dont call me a nigguh unless u call me my nigguh,1
And people wonder why the pillock didnt turn up? Here's the answer. He's an embarrassment.  #BorisJohnsonShouldNotBePM https://t.co/wVeyL5hweN,0
Two foreign hoes Iont like the basic,1
@_theladycady @TheSunOfMST @tmorello And Twitter found that he’s violated their TOS. Soooooo......buh bye,3
Tf is a real twitter nigga/bitch y'all on this hoe tweekin,1
RT @KrysHazeyy: I swear bitches fall over niggas who don't believe in combing their hair,1
@dustincmc @KevinKillsThngs ghetto=black,3
RT @MrUncutCock: Fuck that felt amazing to be the second #CumShot of the day ✌🏼😫😝 https://t.co/ewVkpTAf2c,2
I love how people use twitter to just bitch an complain #fuckyou,1
RT @duttyOGshake: for real this game is pub trash let's do drugs and get smashed,3
@joshgnf @brana_nv @define808 @ironbjk @mrjstn oh shut up faggot get a disease overused on twitter,0
If you a hoe ima treat you like one just like if you're a good girl ima treat you like one. I don't discriminate,3
@_xoanh I’m screaming. You and fucking birds.,2
RT @knjight: yall waited for a white woman to say that james charles is problematic trash to cancel him? when poc been telling y’all that f…,0
"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Hairy | 21 year old hairy pussy cumming on fingers http://t.co/KvgoxkN9vG",1
"dad isn't your name
faggots a little more fitting.",1
@JustCurrieOn @Christooshifty aint nobody asked yo faggot ass for a comment i know you peeped already you gay thats what u do for a living,1
I never thought I'll found his side acc...,3
@HeatherInNVan @Twitter @TwitterMoments BUGGER OFF.  #FuckTrump,2
"&#128539;&#128120; you've been a good as friend to me , glad I got your honkie ass. Let's fuck shit up this year",1
RT @Lil_A47: @Vonteeeeee typical coon activity,0
RT @stephpaulus: I have yet to master the art of eating a powdered donut without looking like I just left Charlie Sheen's house.,3
RT @__bettyboo: You better pray I don't send your nudes out bitch,0
RT @studio6263: M&amp;S bids for most social Christmas yet with &#8216;Follow the Fairies&#8217; campaign http://t.co/5OaL2EHhG2 #CLE #marketing,3
Livpure Glo 7L RO+UV + Mineralizer Water Purifier  @ Rs.9499 (mrp-15990)    https://t.co/iNAuUJY5tX    More:  https://t.co/Qw2tZtN8Lx    https://t.co/iNAuUJY5tX    #DoctorsFightBack #SaveBengal #amazon #flipkart #deals #dealoftheday #amazingdeals #offers #discount #JaiShreeRam #ModiForAll,3
Alex Smith such a got damn bitch man,1
Diabetes galore &#128514;&#128514;&#128514;&#128514;&#128514; RT @TIME: Colorado health officials recommend pot brownie ban http://t.co/Z59oy20TMp,3
"RT @nogoodmichael: if ur mine, its obvious people are gna hit on u cause ur obviously attractive. but if u flirt back its a problem bitch",1
"RT @Thad_CastIe: Regrets are for pussies. Shit happens, deal with it",1
"Well, Johnson is actually always bumbling into and out of things...    #BorisJohnsonShouldNotBePM #borisjohnson     https://t.co/9GZyptoXQE",3
"Bitches swear up and down they pussy the best, but ain't.",1
RT @KallMe_Kenzo: A fufu bitch can't do nun for me but break my heart or set me up ..,1
"RT @verywishywashy: @finalfrantasy oh
  💦   oh fuck 💦💦
💦      💦            💦
   💦    💦         
         💦      💦     fuck sorry guys
💦…",1
RT @tylerfucks: recent studies have shown that ur a lil bitch,1
Real talk I really ain't fully trusted a bitch since Instagram and twitter became popular,1
You're a faggot if you use the cover your face emoji,0
"RT @tf_i_looklike: Bae: If I win you don't get no pussy tonight 

Me: Shiiiiiit... &#128514;&#128514; http://t.co/yUJJDMtDC4",1
RT @vincestaples: In other news your bitch cook for me.,1
I love when the pussy smacking an it sound like u mixing spaghetti&#128541;,1
"Man, it really wouldn't be the worst thing if this traitor dropped dead anytime now. #FuckTrump https://t.co/57UjXS8bcv",3
@LupeFiasco uh oh its 9/11 what you gonna preach and cry about today faggot.,1
"RT @PowerCumminMax: Green/yellow fuel pump&gt;&gt;&gt;&gt;&gt;
#dieselstation",3
Twitter pic flossin hoes talkin @Papa_Woodall @fatstinker,1
I'd rather follow some girls on Instagram rather than have their bird brain tweets on my tl,3
"Virtually zero protections for LGBTQ persons in Alabama. Not a lot of acceptance, either. Think about queer Alabamian kids today?",3
Jus tired to tell a nicca Young Thug was gah yesterday nicca ain't believe me &#128530;,1
quote this with your best racist comment i need them for this white bitch comin at my black side llab,1
@GOP @realDonaldTrump Wishing all of you #GOPbastards a  very peaceful #JohnMcCainDay.     Why not celebrate the memory of a  true American Patriot by getting rid  of the treasonous criminal in the  White House? 🇺🇸🙂👍      #TrumpIsATraitor   #LockHimUp  #TrumpIsTheEnemyOfThePeople,3
@kevinandbean I think an English muffin was intended to be a toast muffin. Yet it didn't quite work out that way be… https://t.co/iZjmqOZqr7,3
"Country will remember you as a soldier first,than cricketer! @msdhoni   Are you serious ?  My vote - Yes   Buy Now: https://t.co/E17ZRV5zCV    #DhoniKeepTheGlove #DhoniKeepsTheGlove #DhoniKeSaathDesh #BalidaanBadge #BalidanBadge #Balidan https://t.co/K0PO3zgsu9",3
"If not for GZ, #Trayvon would be alive right this second... Smoking a bowl and tweeting about ""bitches and hoes"". Such a nice kid he was...",1
'Stunning' and 'outrageous': Trump's willingness to accept political dirt from foreign spies makes it 'open season' on US elections -Business Insider. « Single most damaging statement Trump has made since taking office « #TrumpIsATraitor #TrumpCrimeFamily  https://t.co/w8HEdItkew,3
No wonder these ppl that call themselves niggas &amp; thugs able to convince their hoes false ideas about men like me in our intellectual dress,1
"Rev. Charlie Rangel: What Unions Stand For Are &#8220;Spiritual Damn Things&#8221;&#8230; LIKE INFLATABLE RATS. 

 http://t.co/2nmrLDvIgB",3
"RT @kekelovingmytwo: ""@1stBlocJeremiah: Good pussy change ya life! &#128514;&#128557;""",1
RT @JC2theQ: Yanks walk off win &#128591;,3
Who's going to win today??  🇮🇳vs🇦🇺 #INDvAUS #INDvsAUS #CWC19 #cwc2019 #TeamIndia #CmonAussie  @BCCI @CricketAus #SundayThoughts #CricketWorldCup2019 #CricketMeriJaan #DhoniKeepsTheGlove #dhonigloves #ViratKohli #AaronFinch,3
"RT @camxo__: &#8220;@Rosaalbae: Playstation is trash. Xbox is better&#8221; 
ya titties trash",1
@jeffjam @toddgunter @cgoodwoman They do. Why else do teachers constantly bitch about pay?,1
Hanging with daney and ari today !!! &#128556;&#128556;&#128556;&#128556; my bitches !,1
"RT @OGBEARD: And he still wont get no bitches RT ""@willyroast2: Wow wtf http://t.co/h4NUr7ZzB8""""",1
RT @Kstar__: Ya beats trash nigga RT @ChiefKeef: #SosaOnTheBeat fuck who don't like!,1
@jqualley_ @_BeautifulKeezy bitch YESSSSS I make girls mad &#128514;&#128514;,1
how many of U hoes bad ass little kids dont their medication and cut up in school every week?,1
@imbubbles_20 @ggukfair https://t.co/iuTwaE09VL HERE YOU GO 💜,3
"RT @MashwaniAzhar: If you are a Public office holder, every second you spend in your office can become a Sadqa e Jariya for you... Only if…",3
@_BeautifulKeezy bitch I died when I read that.,1
"RT @Harryslaststand: On this #ArmisticeDay the cry ""Never Again"" is absent and mocks our pledge to #NeverForget the fallen from ancient an&#8230;",3
Taking a shit in the dark to prove to my offices light timer that it's not better than me,2
@CityNews @Twitter I think he's done quite enough already #Murderer #OJSimpson,0
everybody stay yelling its pregant season nooooooooo bitch its my nigga dont wanna were a rubber pussy to good season tf,1
Up like an eagle tryna catch the early bird that catches the worm.,3
bad bitch with me trying to blow me like a fuse,1
Drop dead gorgeous a bitch ain't dying for a nigga,1
#ShameOnICC@I hope All team will win trophy not from performance but will win from rainy day.....rain is fourth umpire... https://t.co/EVf3tYfNX2,3
".@AlyssSmithh @KeveeeD Yes indeed! Camels, ostriches and zebras! Sept. 5-7 http://t.co/X3Oapfm3e8 #VCCamelRaces",3
Last night this bitch was talking bout she wanna smoke &amp; go to wingstop. &amp; I was the 1st person she thought about.. Who paying for all this?,1
This bitch Gmfu.,1
&#8220;@GlitteredInPink: You gotta fuck every race just to see which dick/pussy you like the best.&#8221; thot,1
"&#8220;@Hi__________Bye: Damn this bitch always gets hit on by The
 hottest guys n makes them feel stupid @UglyAssAyeKay&#8221; i got called an ego kill",1
RT @the_ironsheik: Wake up you dumb son of a bitch,1
"#SaveTheDoctors | Abhishek Shaw, a second year MBBS student at Calcutta National Medical College and Hospital sustained head injury after miscreants pelted bricks on agitating doctors.     #DoctorsFightBack #DoctorsProtest     Follow live updates:    https://t.co/mhkiR0CPr1 https://t.co/lOTuclhZ66",3
@ToWherever I'm not yellow I'm sorry,3
"RT @0hallis0n: ""This is J Cole you fucking queer""",1
these bitches act local and think global.....,1
@SpringF_kx @BBackerman1 @Rich705 @VtxMad @PennyCarrigan1 @keanothedog @ommatid @ThaddeusArjuna @Rose52413 @fordyce_greg @mason4922 @MBonsario @Doh_Doh_Burrd @clairermassey @SarahLies4Trump @ignats66 @gentlemindmom @cyferPtVila @a_patriciann @AllAboutAllan @stuffbusted @CurtisCBallII1 @DearAuntCrabby @Baltic_Bluebird @BarbieToes1 @basshooker2 @kaysintBB @Barbara13199344 @Michael97396326 @Barbie2692 @BeautyAbounds4U @adamcbest @Falconer084 @BearmanShannon @marcbenoit39 @BenPutnam56 @NotMyPrecedent @Carolyny1948 I’m not saying @realDonaldTrump is a russian asset but the russian sure say he is! #ImpeachTrumpNow #TrumpIsATraitor @MBonsario @e_whittler @AndyOstroy @StevenBeschloss @Lawrence @maddow @AriMelber @JoyAnnReid @MalcolmNance @JillWineBanks @Cheezetta,3
&#8220;@anallanusa32: 83 you're really cool you're good at basketball. And your a zebra &#127936;&#128060;&#8221; is this @WillBall4Life?,3
@ListsBlackTwit @iH8TvvitterHoes @Rosaalbae nigga caping for the bitch like we haven't all seen her nudes already.. What does he want tf,1
RT @ONAdreamCHASE: Iggy Azalea that bitch &#128588;,1
"Ain't nothing funnier then watching somebody live a complete different life on the internet I be like ""who this hoe think she foolin""",1
"RT @MLBFanCave: Derek Jeter and the @Yankees present Paul Konerko with a retirement gift.

WATCH: http://t.co/St6QGJy0j6 http://t.co/7zBGvH&#8230;",3
"and im retarded too, i keep answering the house phone when i know it aint for me :l",1
"@arifmohammadk Indians do not have any connection with the logic in any way. #DhoniKeepsTheGlove is a useless campaign. Better sense should prevail. Its a cricket game, play it with sportsmanship and dont try to be Chaudhary of cricket.  Adivce from Pakistan",3
#truefriendtuesday my bitch @drrrruuuu http://t.co/7dSZ3vCySz,1
#FuckTrump  ANOTHER ONERY DEM..... https://t.co/vXVoZRATpX,2
this nigga @WaynesWorld171 fucking a bitch at svsu while me rj and b been waiting in the car for 20 minutes now,1
RT @MyDickIsCalled: My dick is called Cute Relationship because it's what all bitches really want.,1
RT @FleeBiscuit: She's a sapiosexual. I had a Jimmy Neutron brain blast. Showed her I'm an intellectual and put the pussy on the chainwax.,1
Keep talking Donald. #ImpeachtheMF #FuckTrump #maga #FOXNews @GOP https://t.co/gmAg19WNFz via @HuffPostPol,3
today i start breaking in a new pair of docs have mercy on my soles,3
Cowboys are the best in the NFC. About time these faggots got their shit together,1
@joeysulipeck @myfoxmemphis the minute those red n yellow for rent signs go up the reg. ppl start selling n move,3
Okay! RT @_ProfessorX: Right&#8212; bitch!!! RT @Mndspeak88: you mad cause YOU opened your mouth? #GreysAnatomy,1
@z0mbiedance It's not till later hoe! Unless your having a sleepover...#Awk,1
#TrumpIsATraitor   #ImpeachTrumpNow   Have to agree that his undeserved Hollywood Star should bear the epithet TRAITOR for all to see for posterity https://t.co/LT8AEGYsw7,3
Dress like you're gonna see that bitch you hate everyday &#128139;?,1
Ya'll take note. There ain't never tornadoes where colored folk live,3
"When I saw world cup opening seremony, I realised how much ICC prepared for world cup and how is enthusiasm of England about cricket. #ShameOnICC",3
Then bitches gon fuck just because money long .,1
You niggas puttin bitches you haven't even fucked yet on a pedestal. Scratch her off your hit list b. You ain't never hittin that.,1
Meek do some nut shit one time he a bitch I guess y'all forgot all the hoe shit Wale did on twitter oh ok &#9749;&#65039;&#128056;,1
"RT @Griff_TheGreat: Drake said it best when he said ""Niggas act more like bitches these days!""",1
"The doctors of India(WB) are not asking something out of the world. Safety, it's a basic right of an individual. Moreover, our doctors are renowned all over the world. So what message are you sending?? We stand with our saviours in the hour of  need. #DoctorsFightBack",3
Y'all wake tf up. Y'all are pussies it's summer time turn tf up!,1
Video: Charlie Baker campaign team denies contacting Gov. Patrick for meeting http://t.co/qHrA6OalRR,3
The only serving this douchebag should be doing is a prison sentence. #ReincePreibus #Douchebag #TuesdayThoughts https://t.co/KbZ38pi8pl,3
@VeronicaLewis You just can't give hillbillies an audience. They'll squander it every time.,1
He called me just to say he was deleting my number.... bitch please.,1
@CogitoErgoBibo Penske runs the 22 in NASCAR. It's yellow. There's a sponsor already there. #WouldMakeALottaSense,3
@DefineMEee lol tell dat white bitch I said hey,1
RT @mcucevans: “let’s go get this son of a bitch” https://t.co/LaBiEgarAY,2
We have more #corruption and #criminals in parliament then we have in prisons and we are supposed to trust these people they bring in laws we have to abide by but they then break #donations #drugs #BorisJohnsonShouldNotBePM,0
&#8220;@FxckAshUK: @TheKaosYatti Ain't my gf you lil nigguh stfu &#128557;&#128514;&#8221; glory be to GOD then lmfaooooooo &#128557;&#128554;&#128517;,1
i'd rather sit alone than fuck w/ iffy bitches.,1
I'll keep all comments to myself about tho.... I'll just laugh about it with my nigs,1
Trump wants to limit aid for low-income Americans. Here's a look at his proposals. - NPR. #FucktRump #FuckTheGOP  https://t.co/SukOfhDTbC,3
I'm 26 you bitch,1
Im wit yo bitch smokin. Let her keep the mid Imma roll this potent,1
Well planned swimming world cup 👍🏻👍🏻keep planning the same #ShameOnIcc,3
how many fingers does a bitch gotta break so mother fuckers will stop taking my god damn lighters,1
"@AndrewTaran That's a nice color combo too, love the blue and yellow.",3
This Uncle Tom mother fucking wants to invoke 3/5 a man in his speech? Dude you ain't white no matter how much... http://t.co/3yrcyC9ezc,1
#JoseBaez ur right those men w/never have #justice b/c u go their #murderer off n #society is lucky #AaronHernandez is 💀 so u can’t get his #thug ass off on appeal 2 keep killing,2
"They get attitudes like bitches too , i think some of yall niggas need a bra and panties",1
Bitch I’m me ion gotta explain,2
"Apparently, Kakoli Ghosh Dastidar thinks that Dr.Paribaha would not survive if the government did not pay. And your party is the one who is threatening his family. If you think you're powerful, you would not need to blackmail him.  SHAME ON YOU.  #SaveOurDoctors #DoctorsFightBack",3
"Is you ready bitch , cause my hair laid. Yours? @__baabyshaay http://t.co/n0gu5j7dqx",1
Search for 'Best toilet paper in the world' on Google. Thanks Sundar Pichai 😂😬😂 #TerroristNationPakistan,0
RT @takeyaah: when his hoes thought it was over: http://t.co/jhaOcX1MTd,1
RT @eternalhbic: u still in ur feelings and he in some new pussy,1
"Yay, the clown is going to wreck the country. What was his slogan again? fuck business wasn\'t it? Great phrase that.\n\nAm sure he\'s going to make a \'titanic success\' of Brexshit.\n\nAfter all, Tories seem to not have much in the brain department these days. pic.twitter.com/ppcOw5oMe4",2
2 #iubb games when im in #bloomington #btown how good is that?! #ncaa #basketball #college #Indiana #iu #hoosiers,3
If a bitch don't taste her own &#128573; you shouldn't even dare eat it &#128567;,1
Even liberals are humiliated by Charlie Rangel&#8217;s claim the GOP backs slavery - Hot Air http://t.co/I4QawESnud,3
Turn a hoe into a house wife you bet not,1
"Dudes stay trying to hit on someone elses bitch, knowing they already taken.",1
"Hahahhahaa RT @PrinceBama: Your boyfriend trash ma, stop tryna convince yourself otherwise in these tweets",1
RT @theaccolonn: How fucking cool is this? https://t.co/lqU04X13WR,2
Hi I have the same birthday as Donald Trump so I say we make June 14th Happy Birthday Ianna day because if there is anything Trump would hate it’s a gay Latina getting his birthday attention #HappyBirthdayMrPresident #fucktrump #pridemonth,3
"Sumn wrong wit da pussy, een tho I ain't gonn hit it Ima still make sure dat she gushy",1
RT @alexYvette8: &#8220;@GhettoAnnabelle: @alexYvette8 don't get me started on you potato head lookin ass bitch&#8221;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;,1
I be chillin wit the bitches cuz a lotta niccas fake,1
"&#8220;@TheFatAmy: Uh excuse me bitch, you don't need to shout.&#8221; @LauraSimpson19 @jdjohnson7",1
Lmaoo RT @IMCoolLike_That: Stfu..who are u to prefer what a woman wears on her feet bitch RT @80sbaby4life: I hate bitches that wear wedges,1
Hand me a brew and I'll chug it,3
"RT @exjon: Before covering up #IRS misdeeds, creepy little leprechaun John Koskinen cooked the books for Teamsters &amp; Freddie Mac http://t.c&#8230;",1
@NicoleJeanxoxo haha pussy lololol,1
@DrDenaGrayson @realDonaldTrump IMPEACH NOW!! #FUCKTRUMP https://t.co/4qhx5EYRro,2
Allen Solly Men's Polo @ Rs.599    https://t.co/ZaqlLyOEe7    #DoctorsFightBack #SaveBengal #amazon #flipkart #deals #dealoftheday #amazingdeals #offers #discount #JaiShreeRam #ModiForAll,3
RT @OoO_Mr_Perfect: And ima keep fuckn like I love this bitch &#127908;&#128553;,1
&#8220;@SEM25LIVE Leave all the bitchin to bitches&#8221;,1
@porcelina33 i was raised the person that uses a gun and cant take an ass whipping is a pussy,1
I salute to the hoes who kno they places... other than that bitches miss me,1
@cass_uhhh_deee do it pussy,1
"⚡MCK @ 11.15 a.m   Students giving guard of honour as the entire Dept. Of PEDIATRICS , Medical College Kolkata file their resignations in solidarity with the protest. ❤ Prof. Dr. Mousumi Nandy, HOD Pediatrics and dean has also resigned.    #DoctorsFightBack  #Savethedoctors https://t.co/0hnOl6pcq6",3
RT @Kinloch_Bang: Y'all hoes and y'all plastic ass bodies maaaaan smh,1
"#NewZealand - Accused #terrorist pleads not guilty to all 92 charges in March 15, 2019 #AntiMuslim #terror attack on #Muslim minority Al Noor and Linwood #mosques - where 44 killed - R.E.A.L.: #Terror is attack on #HumanRights of All  https://t.co/bdKnLv1wmY https://t.co/ID1FtEsom7",3
He is really on my line singing negro spirituals..!!,1
RT @KINGTUNCHI_: Same bitches that diss me gone still be here to eat my Dick when they see that check,1
@SuckMyBenjamin &#128514;&#128514;dem hoes twatchin right nie dey need uh answer,1
I would leave my crib and go somewhere but I'm pretty sure I'll die cause if my bitch ass car sliding everywhere,1
Niggas be in they feelings when they find out their hoe fuckin another nigga #StopSavinTheseHoes,0
"RT @TheWifeYouLove: rinse the fucking peanut butter off the motherfucking knife before you put it in the  motherfucking dishwasher, motherf…",2
RT @RealScottieTee: Girls dress like hoes and wonder why good guys aren't attracted to them... http://t.co/dLRk2I04hO,1
@RicHieDev_ @CONVERSES_ON she can stay as close as she pleases nigguh,1
Waiting on this wetback sycksyllables http://t.co/L8wqZduzZE,0
"@NoInfidel33 now kindly fuck off, like you said you were..twice! you sound like a little bitch...bitching! 
FUCKIN STALKER!",1
#Savethedoctors #SAVEDOCTORS #DoctorsFightBack #doctors_against_assault #DoctorStrike  . We deserve respect not arrogance. https://t.co/VdUAQmn2XA,3
RT @BrownskinLiquor: no hoes.,1
Me &amp; Lew differ on philosophy I say smack that bitch bet she watch her mouf,1
@CarlosFdeCossio Or lying to find an excuse for his own failures: they have no excuse to violate international law… https://t.co/ox0SzMaj2N,3
I hope the trash I talk abt @CNN's poor product doesn't hurt my chances of getting hired as a legal correspondent. I was jk CNN.,3
@TristenGQAss couldn't help it man. niggas pussy for robbing a chick and shootin her.,1
